!12/12/2020.7:24:53.PM
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 1
!TRACE:       ,TRACE.1           
!PARAMETER:   ,S21               
!GRAPH:       ,REAL.IMAG         
!SMOOTHING:   ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,REAL1,IMAG1
150,10.940000000,1.791438E-020,-4.890629E-020
151,11.000000000,4.152389E-020,-2.687385E-020
152,11.060000000,0.000000E+000,0.000000E+000
153,11.120000000,0.000000E+000,0.000000E+000
154,11.180000000,0.000000E+000,0.000000E+000
155,11.240000000,5.205588E-020,-1.033824E-020
156,11.300000000,0.000000E+000,0.000000E+000
157,11.360000000,-3.763578E-020,-4.904269E-020
158,11.420000000,-9.010663E-021,-6.645373E-020
159,11.480000000,0.000000E+000,0.000000E+000
160,11.540000000,0.000000E+000,0.000000E+000
161,11.600000000,-6.706574E-020,1.336175E-020
162,11.660000000,9.902848E-021,-8.229895E-020
163,11.720000000,5.343951E-020,-6.146560E-020
164,11.780000000,0.000000E+000,0.000000E+000
165,11.840000000,-1.032567E-019,5.277541E-021
166,11.900000000,3.861733E-020,-5.781890E-020
167,11.960000000,0.000000E+000,0.000000E+000
168,12.020000000,-7.954726E-020,9.429378E-021
169,12.080000000,0.000000E+000,0.000000E+000
170,12.140000000,0.000000E+000,0.000000E+000
171,12.200000000,-3.242589E-020,-7.201999E-020
172,12.260000000,0.000000E+000,0.000000E+000
173,12.320000000,-5.969626E-020,-4.033588E-020
174,12.380000000,0.000000E+000,0.000000E+000
175,12.440000000,-6.423585E-021,7.128069E-020
176,12.500000000,-1.766885E-020,5.552155E-020
177,12.560000000,0.000000E+000,0.000000E+000
178,12.620000000,0.000000E+000,0.000000E+000
179,12.680000000,0.000000E+000,0.000000E+000
180,12.740000000,0.000000E+000,0.000000E+000
181,12.800000000,1.506304E-020,6.393970E-020
182,12.860000000,-1.826635E-020,6.443852E-020
183,12.920000000,-4.845602E-020,4.248412E-020
184,12.980000000,9.058023E-021,5.796916E-020
185,13.040000000,-1.719901E-020,4.900467E-020
186,13.100000000,-5.698293E-020,4.336868E-020
187,13.160000000,-6.249490E-020,-1.517777E-021
188,13.220000000,0.000000E+000,0.000000E+000
189,13.280000000,0.000000E+000,0.000000E+000
190,13.340000000,-7.066172E-020,2.294827E-021
191,13.400000000,9.557773E-020,4.623262E-020
192,13.460000000,0.000000E+000,0.000000E+000
193,13.520000000,-8.791408E-020,2.672508E-020
194,13.580000000,7.437898E-020,9.203364E-021
195,13.640000000,0.000000E+000,0.000000E+000
196,13.700000000,8.051335E-020,-1.236641E-019
197,13.760000000,1.120870E-019,-3.942704E-020
198,13.820000000,0.000000E+000,0.000000E+000
199,13.880000000,6.471101E-020,5.570337E-020
200,13.940000000,7.566518E-020,-2.003993E-020
201,14.000000000,0.000000E+000,0.000000E+000
